t,h,lon,lat,v,gam,azm,alpha,beta,q
1399.490209,166291.9377,77.96488641,16.72469731,13911.86768,-0.09017979342,51.10765606,17.44492213,-35.64891764,57.20795732
1404.452398,166180.3618,78.11680693,16.84262048,13840.31276,-0.09612067674,50.82545671,17.43567965,-35.41957764,56.44995066
1410.65486,166028.3297,78.30488736,16.99016176,13751.49608,-0.1082893079,50.4754934,17.43605849,-35.13682391,55.52191748
1416.435103,165868.4714,78.47836839,17.1277854,13669.22572,-0.1234027161,50.15174703,17.4405744,-34.81558005,54.68786122
1420.245945,165751.3342,78.59180163,17.21857653,13615.22567,-0.1350111414,49.93969784,17.44156445,-34.60043733,54.15957172
1421.204893,165720.2292,78.62022856,17.24142936,13601.66451,-0.1381366344,49.886476,17.44250065,-34.56135277,54.02861504
1421.204893,165720.2292,78.62022856,17.24142936,13601.66451,-0.1381366344,49.886476,17.44250065,-34.56135277,54.02861504
1423.578428,165640.2367,78.69038728,17.29800377,13568.13714,-0.1462255306,49.75485342,17.44620937,-34.46812236,53.70778773
1428.540616,165458.3231,78.83613638,17.41632394,13498.19856,-0.1645004461,49.48024007,17.45159529,-34.23930947,53.06022484
1434.743079,165200.7201,79.0165589,17.56428864,13411.05909,-0.1896555538,49.13820763,17.44841579,-33.93367203,52.30057909
1440.523321,164928.0172,79.18295267,17.70223617,13330.08125,-0.2149334521,48.82062044,17.44532129,-33.6249957,51.634649
1444.334163,164730.2947,79.29173605,17.7932046,13276.73866,-0.2319826313,48.61161191,17.45078587,-33.41696047,51.21073622
1445.293112,164678.2998,79.31899529,17.81609763,13263.31153,-0.2362562162,48.55901674,17.45354064,-33.36806265,51.10543879
1445.293112,164678.2998,79.31899529,17.81609763,13263.31153,-0.2362562162,48.55901674,17.45354064,-33.36806265,51.10543879
1448.853414,164477.4742,79.41979777,17.90109834,13213.426,-0.2519926256,48.36356334,17.46172243,-33.21044895,50.72454709
1456.296696,164018.8349,79.62848502,18.07881981,13108.9561,-0.2844002329,47.95370588,17.46493599,-32.88645541,49.98008729
1465.60039,163375.5736,79.88542299,18.30095455,12977.88253,-0.3223484708,47.43921913,17.46607426,-32.39942564,49.12015942
1474.270754,162715.3619,80.12094945,18.50791042,12854.82905,-0.352132839,46.95613521,17.47885307,-31.99650294,48.36064184
1479.987017,162254.7477,80.27414833,18.6442991,12773.05257,-0.3680128601,46.63446197,17.48165005,-31.75537959,47.88133855
1481.425439,162136.2559,80.312437,18.67861079,12752.39725,-0.3715538973,46.55315244,17.47867603,-31.68037362,47.76505996
1481.425439,162136.2559,80.312437,18.67861079,12752.39725,-0.3715538973,46.55315244,17.47867603,-31.68037362,47.76505996
1484.985741,161839.191,80.40675337,18.76351933,12701.13794,-0.3794537462,46.35142987,17.47906806,-31.49251586,47.47313572
1492.429024,161205.5865,80.60183716,18.94093642,12593.15716,-0.3907003089,45.92639876,17.49093813,-31.12595866,46.85570038
1501.732718,160403.9775,80.84166519,19.16247265,12456.808,-0.3962073014,45.38964159,17.4695265,-30.67280064,46.10107294
1510.403081,159661.6133,81.06112394,19.36864724,12328.52446,-0.394380272,44.88431207,17.46467719,-30.30774203,45.36452483
1516.119344,159181.22,81.20366258,19.50440021,12243.15839,-0.3886979621,44.54737598,17.47412581,-30.07878313,44.85071225
1517.557767,159062.1902,81.23925997,19.53853651,12221.58407,-0.3867423122,44.46216501,17.47166441,-30.01168408,44.72197771
1517.557767,159062.1902,81.23925997,19.53853651,12221.58407,-0.3867423122,44.46216501,17.47166441,-30.01168408,44.72197771
1521.118069,158771.1242,81.32690024,19.62298406,12168.06869,-0.381289484,44.2508399,17.46650222,-29.84101159,44.39782565
1528.561352,158182.1156,81.50796228,19.79931198,12055.6092,-0.3667504317,43.80683127,17.46552387,-29.49582091,43.68806349
1537.865046,157489.2612,81.73015779,20.01924383,11914.20182,-0.3448223054,43.24867424,17.45149584,-29.08200374,42.76129372
1546.535409,156890.1716,81.9331014,20.22367662,11781.90041,-0.3234644765,42.72622628,17.44784784,-28.73681632,41.84600436
1552.251672,156519.4693,82.06472362,20.35814999,11694.47738,-0.3096395594,42.38062968,17.44486206,-28.50732974,41.22180948
1553.690095,156429.1569,82.09757248,20.39194779,11672.47716,-0.3063615356,42.29365074,17.43935343,-28.44193902,41.06566739
1553.690095,156429.1569,82.09757248,20.39194779,11672.47716,-0.3063615356,42.29365074,17.43935343,-28.44193902,41.06566739
1557.250397,156210.2076,82.17840917,20.47552904,11618.05973,-0.2988710621,42.0785981,17.43120835,-28.27874925,40.67270333
1564.69368,155772.0417,82.3452563,20.64991548,11504.33567,-0.2850454766,41.62943443,17.43382681,-27.93841406,39.82605547
1573.997373,155255.2967,82.54973355,20.8671751,11362.46686,-0.2727286625,41.06980334,17.42527476,-27.51053391,38.76124368
1582.667737,154793.9463,82.73625293,21.06887662,11230.75514,-0.2682498245,40.55039907,17.42908241,-27.17009733,37.76025718
1588.384,154494.3269,82.85710927,21.20142542,11144.16349,-0.2690660583,40.20842462,17.42940527,-26.95620942,37.10621125
1589.822423,154419.0479,82.88725785,21.23472375,11122.42524,-0.2698954283,40.12253437,17.42304045,-26.89325665,36.94660769
1589.822423,154419.0479,82.88725785,21.23472375,11122.42524,-0.2698954283,40.12253437,17.42304045,-26.89325665,36.94660769
